IPI	Description	Protein Length	TMHMM Topology	List of Transmembrane Loops and Sequon Data	Avg-loop.i	Avg-loop.o
IPI00408451	TREMBL Q7TS32	327	o32-54i67-89o104-126i147-169o209-231i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-209=40)/0 i(231-244=13)/0 o(266-281=15)/0 i(298-327=29)/0 	19	25.25
IPI00605778	TREMBL F6QBU3 Q7TQU6	318	o32-54i67-89o104-126i147-169o209-231i243-265o280-297i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-209=40)/0 i(231-243=12)/0 o(265-280=15)/0 i(297-318=21)/0 	16.75	25.25
IPI00380653	TREMBL Q7TRR2	319	o32-54i67-89o104-126i147-169o206-228i249-267o277-299i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-206=37)/0 i(228-249=21)/0 o(267-277=10)/0 i(299-319=20)/0 	18.75	23.25
IPI00466354	TREMBL B9EKL8 E9Q563 E9QAV0 Q7TRR3	319	o32-54i67-89o104-126i147-169o206-228i249-267o277-299i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-206=37)/0 i(228-249=21)/0 o(267-277=10)/0 i(299-319=20)/0 	18.75	23.25
IPI00380623	TREMBL Q6UAE2 Q7TRJ5	321	o32-54i67-89o104-126i147-169o203-225i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-203=34)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-321=23)/0 	19	23.75
IPI00416296	TREMBL Q6UAE3	321	o32-54i67-89o104-126i147-169o203-225i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-203=34)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-321=23)/0 	19	23.75
IPI00944201	TREMBL Q7TRJ6 Q8K509 Q8K526	321	o32-54i67-89o104-126i147-169o203-225i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-203=34)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-321=23)/0 	19	23.75
IPI01027785	TREMBL Q7TRJ3	321	o32-54i67-89o104-126i147-169o203-225i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-203=34)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-321=23)/0 	19	23.75
IPI00125101	TREMBL Q7TQW1 Q8VF43	315	o32-54i67-89o104-126i147-169o200-222i243-265o278-297i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-147=21)/0 o(169-200=31)/0 i(222-243=21)/0 o(265-278=13)/0 i(297-315=18)/0 	18.25	22.5
IPI00890839	TREMBL D3Z2X4 E9PZS7 Q7TS15	322	o32-54i67-89o104-126i146-168o210-232i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-210=42)/0 i(232-244=12)/0 o(266-281=15)/0 i(298-322=24)/0 	17.25	25.75
IPI00127574	TREMBL Q8VH14	318	o32-54i67-89o104-126i146-168o207-229i249-268o278-300i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-207=39)/0 i(229-249=20)/0 o(268-278=10)/0 i(300-318=18)/0 	17.75	23.75
IPI00127882	TREMBL Q8VGX7	318	o32-54i67-89o104-126i146-168o207-229i249-268o278-300i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-207=39)/0 i(229-249=20)/0 o(268-278=10)/0 i(300-318=18)/0 	17.75	23.75
IPI00270413	TREMBL Q3SXH0 Q7TRU7	318	o32-54i67-89o104-126i146-168o206-228i249-266o276-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-206=38)/0 i(228-249=21)/0 o(266-276=10)/0 i(298-318=20)/0 	18.5	23.5
IPI00380642	TREMBL Q3MI19 Q7TRP7 Q8VEW7	319	o32-54i67-89o104-126i146-168o206-228i248-270o274-296i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-206=38)/0 i(228-248=20)/0 o(270-274=4)/0 i(296-319=23)/0 	19	22
IPI00162995	TREMBL Q8VGA1	318	o32-54i67-89o104-126i146-168o206-228i241-263o278-300i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-206=38)/0 i(228-241=13)/0 o(263-278=15)/0 i(300-318=18)/0 	16	24.75
IPI00761610	TREMBL D3YY56	321	o32-54i67-89o104-126i146-168o206-228i241-263o278-300i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-206=38)/0 i(228-241=13)/0 o(263-278=15)/0 i(300-321=21)/0 	16.75	24.75
IPI00312751	TREMBL Q5SZS9 Q7TQU1 Q8VFG9	314	o32-54i67-89o104-126i146-168o205-227i247-269o279-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-205=37)/0 i(227-247=20)/0 o(269-279=10)/0 i(298-314=16)/0 	17.25	23.25
IPI00125856	TREMBL F8VPJ8 Q9WVD9	326	o32-54i67-89o104-126i146-168o202-224i244-266o279-301i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-202=34)/0 i(224-244=20)/0 o(266-279=13)/0 i(301-326=25)/0 	19.5	23.25
IPI00675465	TREMBL Q7TRP5	306	o32-54i67-89o104-126i146-168o202-224i244-266o279-301i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-202=34)/0 i(224-244=20)/0 o(266-279=13)/0 i(301-306=5)/0 	14.5	23.25
IPI00127212	TREMBL Q7TRI0 Q8VGJ3	322	o32-54i67-89o104-126i146-168o201-223i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(168-201=33)/0 i(223-244=21)/0 o(266-281=15)/0 i(298-322=24)/0 	19.5	23.5
IPI00990661	TREMBL Q8VGT6	318	o32-54i67-89o104-126i146-164o203-225i244-266o281-298i	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-146=20)/0 o(164-203=39)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-318=20)/0 	18	25
IPI00118800	TREMBL A0PK70 Q99NH4 Q9WU96	319	o32-54i67-89o104-126i138-160o206-228i249-271o	o(1-32=31)/1 i(54-67=13)/0 o(89-104=15)/0 i(126-138=12)/0 o(160-206=46)/0 i(228-249=21)/0 o(271-319=48)/0 	15.3333	35
IPI00112227	SWISS-PROT Q9D8Y1	196	o32-54i66-88o108-130i	o(1-32=31)/1 i(54-66=12)/0 o(88-108=20)/0 i(130-196=66)/0 	39	25.5
IPI00127572	TREMBL Q3ZAT9 Q7TRR8 Q8VH13 Q9WU98	317	o32-54i66-88o108-126i147-169o205-227i247-269o279-301i	o(1-32=31)/1 i(54-66=12)/0 o(88-108=20)/0 i(126-147=21)/0 o(169-205=36)/0 i(227-247=20)/0 o(269-279=10)/0 i(301-317=16)/0 	17.25	24.25
IPI00226539	SWISS-PROT Q8BX79	349	o32-54i66-88o103-125i146-168o193-215i252-274o284-306i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-146=21)/0 o(168-193=25)/0 i(215-252=37)/0 o(274-284=10)/0 i(306-349=43)/0 	28.25	20.25
IPI00312512	TREMBL E9PZZ6	318	o32-54i66-88o103-125i145-167o208-230i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-208=41)/0 i(230-243=13)/0 o(265-275=10)/0 i(297-318=21)/0 	16.5	24.25
IPI00955142	TREMBL A4FU93 E9PWU0 Q7TQP9 Q8VES8	318	o32-54i66-88o103-125i145-167o208-230i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-208=41)/0 i(230-243=13)/0 o(265-275=10)/0 i(297-318=21)/0 	16.5	24.25
IPI01007662	TREMBL Q2KHP1	318	o32-54i66-88o103-125i145-167o208-230i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-208=41)/0 i(230-243=13)/0 o(265-275=10)/0 i(297-318=21)/0 	16.5	24.25
IPI01007729	TREMBL Q8VF71	318	o32-54i66-88o103-125i145-167o208-230i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-208=41)/0 i(230-243=13)/0 o(265-275=10)/0 i(297-318=21)/0 	16.5	24.25
IPI00348047	SWISS-PROT Q5QD05	344	o32-54i66-88o103-125i145-167o198-220i260-277o292-314i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-198=31)/0 i(220-260=40)/0 o(277-292=15)/0 i(314-344=30)/0 	25.5	23
IPI00381486	SWISS-PROT Q5QD06	344	o32-54i66-88o103-125i145-167o198-220i260-277o292-314i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-198=31)/0 i(220-260=40)/0 o(277-292=15)/0 i(314-344=30)/0 	25.5	23
IPI00475125	SWISS-PROT Q5QD07	344	o32-54i66-88o103-125i145-167o198-220i260-277o292-314i	o(1-32=31)/1 i(54-66=12)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-198=31)/0 i(220-260=40)/0 o(277-292=15)/0 i(314-344=30)/0 	25.5	23
IPI00124914	TREMBL E9Q519 Q3B875 Q8VF04	321	o32-54i66-83o103-125i146-168o201-223i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(83-103=20)/0 i(125-146=21)/0 o(168-201=33)/0 i(223-243=20)/0 o(265-275=10)/0 i(297-321=24)/0 	19.25	23.5
IPI00380672	TREMBL E9Q518 Q7TRU2 Q8VGW7	316	o32-54i66-83o103-125i146-165o201-223i243-265o275-297i	o(1-32=31)/1 i(54-66=12)/0 o(83-103=20)/0 i(125-146=21)/0 o(165-201=36)/0 i(223-243=20)/0 o(265-275=10)/0 i(297-316=19)/0 	18	24.25
IPI00111538	SWISS-PROT Q9D8I2	337	o32-54i61-80o100-122i142-164o190-212i233-255o282-301i	o(1-32=31)/1 i(54-61=7)/0 o(80-100=20)/0 i(122-142=20)/0 o(164-190=26)/0 i(212-233=21)/0 o(255-282=27)/0 i(301-337=36)/0 	21	26
IPI00122602	SWISS-PROT Q8VCV9	425	o32-54i61-78o88-110i123-145o181-203i229-251o292-314i321-343o353-375i382-404o	o(1-32=31)/1 i(54-61=7)/0 o(78-88=10)/0 i(110-123=13)/0 o(145-181=36)/0 i(203-229=26)/0 o(251-292=41)/0 i(314-321=7)/0 o(343-353=10)/0 i(375-382=7)/0 o(404-425=21)/0 	12	24.8333
IPI00652951	TREMBL Q3U1U5	108	o32-54i59-81o	o(1-32=31)/1 i(54-59=5)/0 o(81-108=27)/0 	5	29
IPI00137638	SWISS-PROT Q9QZM4	381	o32-54i182-201o	o(1-32=31)/1 i(54-182=128)/0 o(201-381=180)/0 	128	105.5
IPI00895141	TREMBL F6ZDL8	184	o32-54i125-147o157-179i	o(1-32=31)/1 i(54-125=71)/0 o(147-157=10)/0 i(179-184=5)/0 	38	20.5
IPI00110227	SWISS-PROT Q9EQ09	363	o32-54i	o(1-32=31)/1 i(54-363=309)/0 	309	31
IPI00316976	SWISS-PROT Q64697	197	o32-54i	o(1-32=31)/1 i(54-197=143)/0 	143	31
IPI00323748	SWISS-PROT P54116	284	o32-54i	o(1-32=31)/1 i(54-284=230)/0 	230	31
IPI00404017	TREMBL E9PW33 Q8BPA1	282	o32-54i	o(1-32=31)/1 i(54-282=228)/0 	228	31
IPI00457984	TREMBL Q8BMW4	99	o32-54i	o(1-32=31)/1 i(54-99=45)/0 	45	31
IPI00473940	TREMBL Q99L68	197	o32-54i	o(1-32=31)/1 i(54-197=143)/0 	143	31
IPI00652091	TREMBL Q3TNT1	69	o32-54i	o(1-32=31)/1 i(54-69=15)/0 	15	31
IPI00881644	TREMBL D3YY27	139	o32-54i	o(1-32=31)/1 i(54-139=85)/0 	85	31
IPI00881869	TREMBL F7CH06	69	o32-54i	o(1-32=31)/1 i(54-69=15)/0 	15	31
IPI00895154	TREMBL F6SSV9	59	o32-54i	o(1-32=31)/1 i(54-59=5)/0 	5	31
IPI00938502	SWISS-PROT Q3URE8	82	o32-54i	o(1-32=31)/1 i(54-82=28)/0 	28	31
IPI00988049	REFSEQ XP_899671 XP_918621	69	o32-54i	o(1-32=31)/1 i(54-69=15)/0 	15	31
IPI01026786	ENSEMBL ENSMUSP00000134374	75	o32-54i	o(1-32=31)/1 i(54-75=21)/0 	21	31
IPI00110121	SWISS-PROT Q9CXB2	373	o32-53i65-87o97-119i126-148o158-180i192-214o224-246i266-283o288-310i	o(1-32=31)/1 i(53-65=12)/0 o(87-97=10)/0 i(119-126=7)/0 o(148-158=10)/0 i(180-192=12)/0 o(214-224=10)/0 i(246-266=20)/0 o(283-288=5)/0 i(310-373=63)/0 	22.8	13.2
IPI00321634	SWISS-PROT Q9DBH5	358	o325-347i	o(1-325=324)/1 i(347-358=11)/0 	11	324
IPI00120083	SWISS-PROT Q9DBS1	400	o32-51i309-331o346-368i373-390o	o(1-32=31)/1 i(51-309=258)/0 o(331-346=15)/0 i(368-373=5)/0 o(390-400=10)/0 	131.5	18.6667
IPI00124289	SWISS-PROT Q9JLG4	621	o32-51i230-252o276-298i322-344o359-381i407-429o464-486i	o(1-32=31)/1 i(51-230=179)/0 o(252-276=24)/0 i(298-322=24)/0 o(344-359=15)/0 i(381-407=26)/0 o(429-464=35)/0 i(486-621=135)/0 	91	26.25
IPI00649436	TREMBL A2ADA3	81	o32-51i	o(1-32=31)/1 i(51-81=30)/0 	30	31
IPI00468505	TREMBL D3YWF3	177	o32-49i62-84o	o(1-32=31)/1 i(49-62=13)/0 o(84-177=93)/0 	13	62
IPI00329848	SWISS-PROT Q8K448	1642	o32-49i220-242o262-284i297-319o329-348i355-377o392-414i864-886o971-993i1019-1041o1074-1096i1103-1125o1136-1158i1165-1187o1207-1225i	o(1-32=31)/1 i(49-220=171)/0 o(242-262=20)/0 i(284-297=13)/0 o(319-329=10)/0 i(348-355=7)/0 o(377-392=15)/0 i(414-864=450)/0 o(886-971=85)/0 i(993-1019=26)/0 o(1041-1074=33)/0 i(1096-1103=7)/0 o(1125-1136=11)/0 i(1158-1165=7)/0 o(1187-1207=20)/0 i(1225-1642=417)/0 	137.25	28.125
IPI00649289	TREMBL A2AEP5	1195	o32-49i220-242o262-284i297-319o329-348i355-377o392-414i864-886o971-993i1019-1041o1074-1096i1103-1125o1136-1158i1165-1187o	o(1-32=31)/1 i(49-220=171)/0 o(242-262=20)/0 i(284-297=13)/0 o(319-329=10)/0 i(348-355=7)/0 o(377-392=15)/0 i(414-864=450)/0 o(886-971=85)/0 i(993-1019=26)/0 o(1041-1074=33)/0 i(1096-1103=7)/0 o(1125-1136=11)/0 i(1158-1165=7)/0 o(1187-1195=8)/0 	97.2857	26.625
IPI00153840	SWISS-PROT Q8R464	388	o324-346i	o(1-324=323)/1 i(346-388=42)/0 	42	323
IPI00830356	TREMBL D3Z4P2	358	o324-346i	o(1-324=323)/1 i(346-358=12)/0 	12	323
IPI00986762	REFSEQ XP_003086847	377	o324-346i	o(1-324=323)/1 i(346-377=31)/0 	31	323
IPI00379415	SWISS-PROT Q0VAY3-1	358	o324-343i	o(1-324=323)/1 i(343-358=15)/0 	15	323
IPI00224145	SWISS-PROT Q8BQZ8	491	o323-345i352-374o385-407i	o(1-323=322)/1 i(345-352=7)/0 o(374-385=11)/0 i(407-491=84)/0 	45.5	166.5
IPI00463144	SWISS-PROT P26952-2	386	o323-345i	o(1-323=322)/1 i(345-386=41)/0 	41	322
IPI00648679	SWISS-PROT Q6PFE7-2	373	o323-345i	o(1-323=322)/1 i(345-373=28)/0 	28	322
IPI00656207	TREMBL F6WRN6 Q330Q3	413	o323-345i	o(1-323=322)/1 i(345-413=68)/0 	68	322
IPI00986612	TREMBL D3YX60 F6TQC0	353	o323-345i	o(1-323=322)/1 i(345-353=8)/0 	8	322
IPI00119432	SWISS-PROT O70572	419	o322-344i353-375o	o(1-322=321)/1 i(344-353=9)/0 o(375-419=44)/0 	9	182.5
IPI00264750	SWISS-PROT P29533-2	345	o322-344i	o(1-322=321)/1 i(344-345=1)/0 	1	321
IPI00381267	SWISS-PROT P58659-1	440	o322-344i	o(1-322=321)/1 i(344-440=96)/0 	96	321
IPI00420857	SWISS-PROT Q6PFE7-1	372	o322-344i	o(1-322=321)/1 i(344-372=28)/0 	28	321
IPI00850057	REFSEQ XP_001473590	385	o322-344i	o(1-322=321)/1 i(344-385=41)/0 	41	321
IPI00985828	REFSEQ XP_003086972	376	o322-344i	o(1-322=321)/1 i(344-376=32)/0 	32	321
IPI00988424	REFSEQ XP_003086980	382	o322-344i	o(1-322=321)/1 i(344-382=38)/0 	38	321
IPI00845529	SWISS-PROT Q6PFE7-3	371	o321-343i	o(1-321=320)/1 i(343-371=28)/0 	28	320
IPI01027482	TREMBL C5H7W9 F1ABR7	384	o321-343i	o(1-321=320)/1 i(343-384=41)/0 	41	320
IPI00848991	REFSEQ XP_001474348	486	o321-340i	o(1-321=320)/1 i(340-486=146)/0 	146	320
IPI00874894	TREMBL F8VQG4	363	o321-340i	o(1-321=320)/1 i(340-363=23)/0 	23	320
IPI00460290	SWISS-PROT Q9D666-4	849	o320-342i349-371o	o(1-320=319)/1 i(342-349=7)/0 o(371-849=478)/0 	7	398.5
IPI00112774	SWISS-PROT Q9D9J7	397	o320-342i	o(1-320=319)/1 i(342-397=55)/0 	55	319
IPI00410815	SWISS-PROT Q8BH32-2	492	o319-341i	o(1-319=318)/1 i(341-492=151)/0 	151	318
IPI00620245	TREMBL F7C1P5 Q31129 Q6LBQ6 Q9XRZ3	388	o319-338i	o(1-319=318)/1 i(338-388=50)/0 	50	318
IPI00331440	SWISS-PROT P70387	359	o318-340i	o(1-318=317)/1 i(340-359=19)/0 	19	317
IPI00750477	TREMBL B1AWG4	3215	o3178-3200i	o(1-3178=3177)/1 i(3200-3215=15)/0 	15	3177
IPI00929857	TREMBL B2RWW2 E9PVZ8 E9QAH1 Q3UYL3 Q571K1 Q6PAK0 Q80UY9 Q8CGE5	3197	o3174-3196i	o(1-3174=3173)/1 i(3196-3197=1)/0 	1	3173
IPI00110180	SWISS-PROT Q9CXD6-1	340	o317-339i	o(1-317=316)/1 i(339-340=1)/0 	1	316
IPI00474413	TREMBL E9PX46 F6R6P2 Q3V1W5 Q4H438	443	o317-339i	o(1-317=316)/1 i(339-443=104)/0 	104	316
IPI00623136	TREMBL F6ULV5 Q6L8N9	451	o317-339i	o(1-317=316)/1 i(339-451=112)/0 	112	316
IPI00625566	SWISS-PROT Q8BH32-1	490	o317-339i	o(1-317=316)/1 i(339-490=151)/0 	151	316
IPI00850636	TREMBL D3Z572 F8WGM3	434	o317-339i	o(1-317=316)/1 i(339-434=95)/0 	95	316
IPI00858145	SWISS-PROT O70258-1	437	o317-339i	o(1-317=316)/1 i(339-437=98)/0 	98	316
IPI00986141	REFSEQ XP_003086973	371	o317-339i	o(1-317=316)/1 i(339-371=32)/0 	32	316
IPI00990637	REFSEQ XP_003086103	380	o317-339i	o(1-317=316)/1 i(339-380=41)/0 	41	316
IPI00118170	SWISS-PROT O70421	642	o316-338i351-370o398-420i441-463o487-509i530-552o595-617i	o(1-316=315)/1 i(338-351=13)/0 o(370-398=28)/0 i(420-441=21)/0 o(463-487=24)/0 i(509-530=21)/0 o(552-595=43)/0 i(617-642=25)/0 	20	102.5
IPI00111312	SWISS-PROT Q9CYB0	407	o316-338i	o(1-316=315)/1 i(338-407=69)/0 	69	315
IPI00956997	TREMBL Q497R5 Q99P16	173	o31-53i87-109o114-136i	o(1-31=30)/1 i(53-87=34)/0 o(109-114=5)/0 i(136-173=37)/0 	35.5	17.5
IPI00881426	TREMBL F2Z3W9	270	o31-53i74-96o144-166i203-222o232-249i	o(1-31=30)/1 i(53-74=21)/0 o(96-144=48)/0 i(166-203=37)/0 o(222-232=10)/0 i(249-270=21)/0 	26.3333	29.3333
IPI00153251	SWISS-PROT Q8R115	356	o31-53i74-96o120-142i149-166o	o(1-31=30)/1 i(53-74=21)/0 o(96-120=24)/0 i(142-149=7)/0 o(166-356=190)/0 	14	81.3333
IPI00318800	TREMBL Q497Q9 Q8CES1	96	o31-53i74-95o	o(1-31=30)/1 i(53-74=21)/0 o(95-96=1)/0 	21	15.5
IPI00230210	TREMBL Q3V1S8	591	o31-53i73-95o110-132i153-175o195-217i247-269o284-306i	o(1-31=30)/1 i(53-73=20)/0 o(95-110=15)/0 i(132-153=21)/0 o(175-195=20)/0 i(217-247=30)/0 o(269-284=15)/0 i(306-591=285)/0 	89	20
IPI00918354	TREMBL F6SUM2	349	o31-53i66-88o204-226i231-253o258-280i287-309o	o(1-31=30)/1 i(53-66=13)/0 o(88-204=116)/0 i(226-231=5)/0 o(253-258=5)/0 i(280-287=7)/0 o(309-349=40)/0 	8.33333	47.75
IPI00129278	SWISS-PROT Q8R2E6	318	o31-53i66-88o108-130i151-173o205-227i256-273o288-307i	o(1-31=30)/1 i(53-66=13)/0 o(88-108=20)/0 i(130-151=21)/0 o(173-205=32)/0 i(227-256=29)/0 o(273-288=15)/0 i(307-318=11)/0 	18.5	24.25
IPI00130829	SWISS-PROT O88416	339	o31-53i66-88o108-130i143-165o206-225i246-264o279-301i	o(1-31=30)/1 i(53-66=13)/0 o(88-108=20)/0 i(130-143=13)/0 o(165-206=41)/0 i(225-246=21)/0 o(264-279=15)/0 i(301-339=38)/0 	21.25	26.5
IPI00953759	TREMBL E9Q050 Q6W080	325	o31-53i66-88o103-125i146-168o209-231i243-265o280-297i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-146=21)/0 o(168-209=41)/0 i(231-243=12)/0 o(265-280=15)/0 i(297-325=28)/0 	18.5	25.25
IPI00127160	TREMBL A2AV10 Q7TR15 Q8VGH9	312	o31-53i66-88o103-125i146-168o208-230i243-265o275-294i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-146=21)/0 o(168-208=40)/0 i(230-243=13)/0 o(265-275=10)/0 i(294-312=18)/0 	16.25	23.75
IPI00466940	TREMBL Q5CZY0 Q8VFQ0	321	o31-53i66-88o103-125i146-168o203-225i244-266o281-298i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-146=21)/0 o(168-203=35)/0 i(225-244=19)/0 o(266-281=15)/0 i(298-321=23)/0 	19	23.75
IPI00125919	TREMBL Q7TQU4 Q8VFH0	317	o31-53i66-88o103-125i145-167o204-226i246-268o278-297i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-204=37)/0 i(226-246=20)/0 o(268-278=10)/0 i(297-317=20)/0 	18.25	23
IPI00408322	TREMBL A2ASU7 Q08EA9 Q7TR91	327	o31-53i66-88o103-125i145-167o204-226i246-268o278-297i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-145=20)/0 o(167-204=37)/0 i(226-246=20)/0 o(268-278=10)/0 i(297-327=30)/0 	20.75	23
IPI00127154	TREMBL Q8VGH6	313	o31-53i66-88o103-125i145-163o208-230i242-264o279-297i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(125-145=20)/0 o(163-208=45)/0 i(230-242=12)/0 o(264-279=15)/0 i(297-313=16)/0 	15.25	26.25
IPI00129168	SWISS-PROT P29754	359	o31-53i66-88o103-122i143-165o201-218i238-260o283-305i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(122-143=21)/0 o(165-201=36)/0 i(218-238=20)/0 o(260-283=23)/0 i(305-359=54)/0 	27	26
IPI00323276	SWISS-PROT P29755	359	o31-53i66-88o103-122i143-165o201-218i238-260o283-305i	o(1-31=30)/1 i(53-66=13)/0 o(88-103=15)/0 i(122-143=21)/0 o(165-201=36)/0 i(218-238=20)/0 o(260-283=23)/0 i(305-359=54)/0 	27	26
IPI00762259	SWISS-PROT Q6A044-1	515	o31-53i66-85o89-111i176-198o	o(1-31=30)/1 i(53-66=13)/0 o(85-89=4)/0 i(111-176=65)/0 o(198-515=317)/0 	39	117
IPI00127818	TREMBL Q7TRS0 Q8VGW0	319	o31-53i66-85o105-127i140-162o207-229i242-264o279-301i	o(1-31=30)/1 i(53-66=13)/0 o(85-105=20)/0 i(127-140=13)/0 o(162-207=45)/0 i(229-242=13)/0 o(264-279=15)/0 i(301-319=18)/0 	14.25	27.5
IPI00119280	SWISS-PROT Q8BNQ3	385	o31-53i66-85o100-122i143-165o180-202i223-245o276-298i	o(1-31=30)/1 i(53-66=13)/0 o(85-100=15)/0 i(122-143=21)/0 o(165-180=15)/0 i(202-223=21)/0 o(245-276=31)/0 i(298-385=87)/0 	35.5	22.75
IPI00312698	TREMBL E9QL67 Q8C7F6	393	o31-53i66-85o100-122i143-165o180-202i223-245o276-298i	o(1-31=30)/1 i(53-66=13)/0 o(85-100=15)/0 i(122-143=21)/0 o(165-180=15)/0 i(202-223=21)/0 o(245-276=31)/0 i(298-393=95)/0 	37.5	22.75
IPI00127782	TREMBL Q7TRS2 Q8VGV9	319	o31-53i66-84o99-121i142-164o207-229i242-264o279-301i	o(1-31=30)/1 i(53-66=13)/0 o(84-99=15)/0 i(121-142=21)/0 o(164-207=43)/0 i(229-242=13)/0 o(264-279=15)/0 i(301-319=18)/0 	16.25	25.75
IPI00227638	SWISS-PROT Q5GH68	449	o31-53i65-87o97-116i176-198o202-224i257-279o307-329i350-372o382-404i	o(1-31=30)/1 i(53-65=12)/0 o(87-97=10)/0 i(116-176=60)/0 o(198-202=4)/0 i(224-257=33)/0 o(279-307=28)/0 i(329-350=21)/0 o(372-382=10)/0 i(404-449=45)/0 	34.2	16.4
IPI00313462	TREMBL Q3MI30 Q8VGH5	314	o31-53i65-87o102-124i145-167o204-226i247-264o279-296i	o(1-31=30)/1 i(53-65=12)/0 o(87-102=15)/0 i(124-145=21)/0 o(167-204=37)/0 i(226-247=21)/0 o(264-279=15)/0 i(296-314=18)/0 	18	24.25
IPI00466954	TREMBL E9PX45 Q7TRM2 Q8VFT7	311	o31-53i65-87o102-124i145-167o202-224i245-267o277-296i	o(1-31=30)/1 i(53-65=12)/0 o(87-102=15)/0 i(124-145=21)/0 o(167-202=35)/0 i(224-245=21)/0 o(267-277=10)/0 i(296-311=15)/0 	17.25	22.5
IPI00125000	TREMBL Q3MI20 Q8VF22	328	o31-53i65-87o102-124i144-166o208-230i242-264o279-296i	o(1-31=30)/1 i(53-65=12)/0 o(87-102=15)/0 i(124-144=20)/0 o(166-208=42)/0 i(230-242=12)/0 o(264-279=15)/0 i(296-328=32)/0 	19	25.5
IPI00125410	TREMBL Q8VEZ5	319	o31-53i65-87o102-124i144-166o205-227i248-265o280-297i	o(1-31=30)/1 i(53-65=12)/0 o(87-102=15)/0 i(124-144=20)/0 o(166-205=39)/0 i(227-248=21)/0 o(265-280=15)/0 i(297-319=22)/0 	18.75	24.75
IPI00127761	TREMBL Q8VGV0	315	o31-53i65-87o102-124i144-166o204-226i246-268o278-300i	o(1-31=30)/1 i(53-65=12)/0 o(87-102=15)/0 i(124-144=20)/0 o(166-204=38)/0 i(226-246=20)/0 o(268-278=10)/0 i(300-315=15)/0 	16.75	23.25
