ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
O15245	S22A1_HUMAN Solute carrier family 22 member 1 OS=Homo sapiens GN=SLC22A1 PE=1 SV=2	554	i21-43o148-170i177-197o207-229i236-258o263-282i348-370o375-397i402-424o429-451i463-485o490-512i	i(1-21=21) o(43-148=106) i(170-177=8) o(197-207=11) i(229-236=8) o(258-263=6) i(282-348=67) o(370-375=6) i(397-402=6) o(424-429=6) i(451-463=13) o(485-490=6) i(512-554=43)	NYT(71)/o NQS(96)/o NRS(112)/o 
Q86VW1	S22AG_HUMAN Solute carrier family 22 member 16 OS=Homo sapiens GN=SLC22A16 PE=1 SV=1	577	i21-43o154-176i183-203o213-235i242-264o274-296i359-378o388-410i417-436o441-463i468-490o500-522i	i(1-21=21) o(43-154=112) i(176-183=8) o(203-213=11) i(235-242=8) o(264-274=11) i(296-359=64) o(378-388=11) i(410-417=8) o(436-441=6) i(463-468=6) o(490-500=11) i(522-577=56)	NIS(31)/m NVS(57)/o NHS(65)/o NWS(68)/o NTS(108)/o NLS(345)/i NWS(352)/i NES(546)/i NNS(558)/i 
O75751	S22A3_HUMAN Solute carrier family 22 member 3 OS=Homo sapiens GN=SLC22A3 PE=1 SV=1	556	i21-43o156-175i182-204o208-230i242-264o269-288i352-374o379-401i408-427o432-454i467-489o494-516i	i(1-21=21) o(43-156=114) i(175-182=8) o(204-208=5) i(230-242=13) o(264-269=6) i(288-352=65) o(374-379=6) i(401-408=8) o(427-432=6) i(454-467=14) o(489-494=6) i(516-556=41)	NRT(72)/o NDS(99)/o NRS(119)/o NYS(322)/i 
Q05940	VMAT2_HUMAN Synaptic vesicular amine transporter OS=Homo sapiens GN=SLC18A2 PE=1 SV=2	514	i21-43o156-178i185-207o222-244i251-273o293-315i328-350o355-377i384-406o421-443i448-470o	i(1-21=21) o(43-156=114) i(178-185=8) o(207-222=16) i(244-251=8) o(273-293=21) i(315-328=14) o(350-355=6) i(377-384=8) o(406-421=16) i(443-448=6) o(470-514=6)	NAT(56)/o NST(84)/o NAT(91)/o NAS(109)/o 
Q86W47	KCMB4_HUMAN Calcium-activated potassium channel subunit beta-4 OS=Homo sapiens GN=KCNMB4 PE=1 SV=2	210	i21-43o168-190i	i(1-21=21) o(43-168=126) i(190-210=21)	NCT(53)/o NNS(90)/o 
Q9H6L2	TM231_HUMAN Transmembrane protein 231 OS=Homo sapiens GN=TMEM231 PE=1 SV=1	316	i21-43o268-285i	i(1-21=21) o(43-268=226) i(285-316=32)	NIS(194)/o NGT(199)/o NVT(221)/o 
P56373	P2RX3_HUMAN P2X purinoceptor 3 OS=Homo sapiens GN=P2RX3 PE=2 SV=2	397	i21-43o325-347i	i(1-21=21) o(43-325=283) i(347-397=51)	NYS(139)/o NFT(170)/o NLT(194)/o NGS(290)/o NET(362)/i 
Q53F39	MPPE1_HUMAN Metallophosphoesterase 1 OS=Homo sapiens GN=MPPE1 PE=1 SV=2	396	i21-43o357-379i	i(1-21=21) o(43-357=315) i(379-396=18)	NCS(222)/o NCS(259)/o 
Q9HCJ2	LRC4C_HUMAN Leucine-rich repeat-containing protein 4C OS=Homo sapiens GN=LRRC4C PE=1 SV=1	640	i21-43o526-548i	i(1-21=21) o(43-526=484) i(548-640=93)	NLT(214)/o NLT(278)/o NVT(364)/o NGT(390)/o NFT(412)/o NVT(415)/o NTT(434)/o NVT(442)/o NVT(488)/o NHT(606)/i 
Q9BXC0	HCAR1_HUMAN Hydroxycarboxylic acid receptor 1 OS=Homo sapiens GN=HCAR1 PE=1 SV=1	346	i21-43o53-70i131-153o179-201i221-243o258-280i	i(1-21=21) o(43-53=11) i(70-131=62) o(153-179=27) i(201-221=21) o(243-258=16) i(280-346=67)	NGS(3)/i 
Q5T1A1	DCST2_HUMAN DC-STAMP domain-containing protein 2 OS=Homo sapiens GN=DCST2 PE=2 SV=2	773	i21-43o53-72i230-252o322-344i410-432o499-521i	i(1-21=21) o(43-53=11) i(72-230=159) o(252-322=71) i(344-410=67) o(432-499=68) i(521-773=253)	NFT(115)/i NQT(132)/i NMT(284)/o NAS(296)/o NIS(480)/o 
Q76EJ3	S35D2_HUMAN UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter OS=Homo sapiens GN=SLC35D2 PE=1 SV=1	337	i21-43o53-75i143-162o172-189i202-224o239-261i266-288o293-315i	i(1-21=21) o(43-53=11) i(75-143=69) o(162-172=11) i(189-202=14) o(224-239=16) i(261-266=6) o(288-293=6) i(315-337=23)	NVS(278)/m 
Q8WVE6	TM171_HUMAN Transmembrane protein 171 OS=Homo sapiens GN=TMEM171 PE=2 SV=3	324	i21-43o58-77i113-135o159-181i	i(1-21=21) o(43-58=16) i(77-113=37) o(135-159=25) i(181-324=144)	NET(146)/o NSS(285)/i 
Q6ZSM3	MOT12_HUMAN Monocarboxylate transporter 12 OS=Homo sapiens GN=SLC16A12 PE=2 SV=2	486	i21-43o58-79i86-108o113-135i144-166o171-193i253-275o290-309i321-340o345-367i374-396o411-433i	i(1-21=21) o(43-58=16) i(79-86=8) o(108-113=6) i(135-144=10) o(166-171=6) i(193-253=61) o(275-290=16) i(309-321=13) o(340-345=6) i(367-374=8) o(396-411=16) i(433-486=54)	NIT(303)/m NGS(457)/i 
Q9HA72	CAHM2_HUMAN Calcium homeostasis modulator protein 2 OS=Homo sapiens GN=CALHM2 PE=2 SV=1	323	i21-43o58-80i101-123o186-205i	i(1-21=21) o(43-58=16) i(80-101=22) o(123-186=64) i(205-323=119)	NHT(77)/m NCS(93)/i NLS(168)/o 
P46721	SO1A2_HUMAN Solute carrier organic anion transporter family member 1A2 OS=Homo sapiens GN=SLCO1A2 PE=2 SV=1	670	i21-43o58-80i87-109o160-182i194-216o244-266i317-339o354-376i389-408o514-536i548-570o601-623i	i(1-21=21) o(43-58=16) i(80-87=8) o(109-160=52) i(182-194=13) o(216-244=29) i(266-317=52) o(339-354=16) i(376-389=14) o(408-514=107) i(536-548=13) o(570-601=32) i(623-670=48)	NGS(62)/m NLS(124)/o NGT(135)/o NSS(412)/o NTS(419)/o NCS(483)/o NSS(492)/o NAS(632)/i 
P59535	T2R40_HUMAN Taste receptor type 2 member 40 OS=Homo sapiens GN=TAS2R40 PE=2 SV=1	323	i21-43o58-80i93-115o138-160i195-217o243-265i	i(1-21=21) o(43-58=16) i(80-93=14) o(115-138=24) i(160-195=36) o(217-243=27) i(265-323=59)	NHS(105)/m NSS(170)/i NST(179)/i NAT(230)/o 
A1L157	TSN11_HUMAN Tetraspanin-11 OS=Homo sapiens GN=TSPAN11 PE=2 SV=2	253	i21-43o58-80i93-115o222-244i	i(1-21=21) o(43-58=16) i(80-93=14) o(115-222=108) i(244-253=10)	NRT(127)/o NSS(159)/o 
O15403	MOT7_HUMAN Monocarboxylate transporter 7 OS=Homo sapiens GN=SLC16A6 PE=1 SV=2	523	i21-43o63-85i92-111o116-138i151-173o183-205i293-315o330-352i359-378o382-401i422-444o449-471i	i(1-21=21) o(43-63=21) i(85-92=8) o(111-116=6) i(138-151=14) o(173-183=11) i(205-293=89) o(315-330=16) i(352-359=8) o(378-382=5) i(401-422=22) o(444-449=6) i(471-523=53)	NES(57)/o 
Q9Y4D2	DGLA_HUMAN Sn1-specific diacylglycerol lipase alpha OS=Homo sapiens GN=DAGLA PE=1 SV=3	1042	i21-43o63-85i97-119o134-156i292-309o	i(1-21=21) o(43-63=21) i(85-97=13) o(119-134=16) i(156-292=137) o(309-1042=137)	NVT(133)/o NMT(362)/o NSS(720)/o 
Q5T442	CXG2_HUMAN Gap junction gamma-2 protein OS=Homo sapiens GN=GJC2 PE=1 SV=1	439	i21-43o80-102i212-234o265-284i	i(1-21=21) o(43-80=38) i(102-212=111) o(234-265=32) i(284-439=156)	NMS(3)/i NHS(18)/i 
P51674	GPM6A_HUMAN Neuronal membrane glycoprotein M6-a OS=Homo sapiens GN=GPM6A PE=2 SV=2	278	i21-43o83-105i126-148o213-235i	i(1-21=21) o(43-83=41) i(105-126=22) o(148-213=66) i(235-278=44)	NTT(164)/o NMT(208)/o 
Q8WXS4	CCGL_HUMAN Voltage-dependent calcium channel gamma-like subunit OS=Homo sapiens GN=TMEM37 PE=2 SV=2	190	i21-43o84-106i127-149o153-175i	i(1-21=21) o(43-84=42) i(106-127=22) o(149-153=5) i(175-190=16)	NQT(68)/o 
Q8NCL8	TM116_HUMAN Transmembrane protein 116 OS=Homo sapiens GN=TMEM116 PE=2 SV=1	245	i21-43o86-108i141-158o173-195i	i(1-21=21) o(43-86=44) i(108-141=34) o(158-173=16) i(195-245=51)	NTS(45)/o NFS(52)/o NTS(77)/o 
Q9ULT6	ZNRF3_HUMAN E3 ubiquitin-protein ligase ZNRF3 OS=Homo sapiens GN=ZNRF3 PE=1 SV=3	936	i216-238o	i(1-216=216) o(238-936=216)	NLS(353)/o NYS(666)/o NSS(670)/o NSS(679)/o 
Q96K49	TM87B_HUMAN Transmembrane protein 87B OS=Homo sapiens GN=TMEM87B PE=1 SV=1	555	i216-238o248-267i323-345o355-374i395-414o434-451i	i(1-216=216) o(238-248=11) i(267-323=57) o(345-355=11) i(374-395=22) o(414-434=21) i(451-555=105)	NST(68)/i NVS(159)/i NVS(197)/i NIS(272)/i NLT(482)/i NGT(497)/i 
Q16322	KCA10_HUMAN Potassium voltage-gated channel subfamily A member 10 OS=Homo sapiens GN=KCNA10 PE=1 SV=2	511	i217-239o271-293i375-397o436-458i	i(1-217=217) o(239-271=33) i(293-375=83) o(397-436=40) i(458-511=54)	NMS(256)/o NMS(334)/i NKT(498)/i 
Q9ULG6	CCPG1_HUMAN Cell cycle progression protein 1 OS=Homo sapiens GN=CCPG1 PE=2 SV=3	757	i218-240o	i(1-218=218) o(240-757=218)	NSS(4)/i NGT(63)/i NKS(479)/o NST(498)/o 
O15033	AREL1_HUMAN Apoptosis-resistant E3 ubiquitin protein ligase 1 OS=Homo sapiens GN=AREL1 PE=1 SV=3	823	i2-19o	i(1-2=2) o(19-823=2)	NNS(200)/o NYT(210)/o NVS(287)/o NAT(303)/o NCS(306)/o NFS(481)/o NKS(631)/o 
Q8NGS6	O13C3_HUMAN Olfactory receptor 13C3 OS=Homo sapiens GN=OR13C3 PE=2 SV=2	347	i2-19o56-78i91-113o128-150i162-184o234-256i268-290o310-328i	i(1-2=2) o(19-56=38) i(78-91=14) o(113-128=16) i(150-162=13) o(184-234=51) i(256-268=13) o(290-310=21) i(328-347=20)	NQT(35)/o NLS(95)/m NIS(121)/o 
Q5UCC4	EMC10_HUMAN ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 PE=1 SV=1	262	i221-243o	i(1-221=221) o(243-262=221)	NTS(182)/i 
Q6UWY0	ARSK_HUMAN Arylsulfatase K OS=Homo sapiens GN=ARSK PE=1 SV=1	536	i2-21o	i(1-2=2) o(21-536=2)	NYT(108)/o NRT(166)/o NYT(193)/o NCT(262)/o NLS(375)/o NAS(413)/o NYS(498)/o 
P20036	DPA1_HUMAN HLA class II histocompatibility antigen, DP alpha 1 chain OS=Homo sapiens GN=HLA-DPA1 PE=1 SV=1	260	i223-245o	i(1-223=223) o(245-260=223)	NHT(109)/i NVT(149)/i 
Q96DL1	NXPE2_HUMAN NXPE family member 2 OS=Homo sapiens GN=NXPE2 PE=2 SV=2	559	i22-39o	i(1-22=22) o(39-559=22)	NTT(104)/o NGT(172)/o NRS(222)/o NIS(275)/o NFT(299)/o NKS(309)/o NET(347)/o 
A6NHN0	OTOL1_HUMAN Otolin-1 OS=Homo sapiens GN=OTOL1 PE=3 SV=1	477	i2-23o	i(1-2=2) o(23-477=2)	NFT(89)/o NCT(202)/o NYS(372)/o NCS(381)/o 
Q8N6Q1	TMC5A_HUMAN Transmembrane and coiled-coil domain-containing protein 5A OS=Homo sapiens GN=TMCO5A PE=2 SV=2	288	i224-246o	i(1-224=224) o(246-288=224)	NRT(68)/i NKT(92)/i 
O94911	ABCA8_HUMAN ATP-binding cassette sub-family A member 8 OS=Homo sapiens GN=ABCA8 PE=1 SV=3	1581	i224-246o266-288i301-323o328-350i355-377o397-419i822-844o980-1002i1023-1045o1060-1082i1095-1117o1121-1140i1160-1182o	i(1-224=224) o(246-266=21) i(288-301=14) o(323-328=6) i(350-355=6) o(377-397=21) i(419-822=404) o(844-980=137) i(1002-1023=22) o(1045-1060=16) i(1082-1095=14) o(1117-1121=5) i(1140-1160=21) o(1182-1581=21)	NES(71)/i NTT(84)/i NHS(194)/i NVT(243)/m NVT(484)/i NLS(555)/i NIT(684)/i NES(757)/i NKT(879)/o NGT(908)/o NYS(927)/o NST(1230)/o NVS(1268)/o NLT(1333)/o 
Q10589	BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1	180	i22-44o	i(1-22=22) o(44-180=22)	NVT(65)/o NHT(92)/o 
Q99758	ABCA3_HUMAN ATP-binding cassette sub-family A member 3 OS=Homo sapiens GN=ABCA3 PE=1 SV=2	1704	i22-44o261-283i304-326o346-368i375-392o925-947i1098-1120o1140-1162i1182-1204o1214-1236i1302-1324o	i(1-22=22) o(44-261=218) i(283-304=22) o(326-346=21) i(368-375=8) o(392-925=534) i(947-1098=152) o(1120-1140=21) i(1162-1182=21) o(1204-1214=11) i(1236-1302=67) o(1324-1704=67)	NYT(14)/i NAT(53)/o NCS(124)/o NHS(140)/o NLT(620)/o NAT(783)/o NYS(945)/m 
Q92839	HAS1_HUMAN Hyaluronan synthase 1 OS=Homo sapiens GN=HAS1 PE=1 SV=2	578	i22-44o54-76i403-425o430-452i459-481o496-518i539-561o	i(1-22=22) o(44-54=11) i(76-403=328) o(425-430=6) i(452-459=8) o(481-496=16) i(518-539=22) o(561-578=22)	NQS(484)/o 
O00763	ACACB_HUMAN Acetyl-CoA carboxylase 2 OS=Homo sapiens GN=ACACB PE=1 SV=3	2458	i2-24o	i(1-2=2) o(24-2458=2)	NGT(118)/o NKT(883)/o NLT(1002)/o NIT(1071)/o NVS(1424)/o NNT(1581)/o NTS(1582)/o NES(1653)/o NHS(2017)/o NIT(2402)/o 
O95210	STBD1_HUMAN Starch-binding domain-containing protein 1 OS=Homo sapiens GN=STBD1 PE=1 SV=1	358	i2-24o	i(1-2=2) o(24-358=2)	NES(143)/o 
O95393	BMP10_HUMAN Bone morphogenetic protein 10 OS=Homo sapiens GN=BMP10 PE=2 SV=1	424	i2-24o	i(1-2=2) o(24-424=2)	NLS(67)/o NVS(131)/o 
P05181	CP2E1_HUMAN Cytochrome P450 2E1 OS=Homo sapiens GN=CYP2E1 PE=1 SV=1	493	i2-24o	i(1-2=2) o(24-493=2)	NES(143)/o 
P11509	CP2A6_HUMAN Cytochrome P450 2A6 OS=Homo sapiens GN=CYP2A6 PE=1 SV=3	494	i2-24o	i(1-2=2) o(24-494=2)	NYT(486)/o 
P17538	CTRB1_HUMAN Chymotrypsinogen B OS=Homo sapiens GN=CTRB1 PE=2 SV=1	263	i2-24o	i(1-2=2) o(24-263=2)	NKT(167)/o 
P20853	CP2A7_HUMAN Cytochrome P450 2A7 OS=Homo sapiens GN=CYP2A7 PE=1 SV=2	494	i2-24o	i(1-2=2) o(24-494=2)	NYT(486)/o 
Q02747	GUC2A_HUMAN Guanylin OS=Homo sapiens GN=GUCA2A PE=1 SV=2	115	i2-24o	i(1-2=2) o(24-115=2)	NFS(28)/o 
Q06136	KDSR_HUMAN 3-ketodihydrosphingosine reductase OS=Homo sapiens GN=KDSR PE=1 SV=1	332	i2-24o	i(1-2=2) o(24-332=2)	NRT(228)/o NSS(264)/o 
Q16696	CP2AD_HUMAN Cytochrome P450 2A13 OS=Homo sapiens GN=CYP2A13 PE=1 SV=3	494	i2-24o	i(1-2=2) o(24-494=2)	NYT(486)/o 
Q5VUY2	ADCL4_HUMAN Arylacetamide deacetylase-like 4 OS=Homo sapiens GN=AADACL4 PE=2 SV=1	407	i2-24o	i(1-2=2) o(24-407=2)	NAS(168)/o NGT(269)/o 
Q6GPI1	CTRB2_HUMAN Chymotrypsinogen B2 OS=Homo sapiens GN=CTRB2 PE=2 SV=2	263	i2-24o	i(1-2=2) o(24-263=2)	NKT(167)/o 
Q6NUM9	RETST_HUMAN All-trans-retinol 13,14-reductase OS=Homo sapiens GN=RETSAT PE=1 SV=2	610	i2-24o	i(1-2=2) o(24-610=2)	NHS(271)/o 
Q8IU54	IFNL1_HUMAN Interferon lambda-1 OS=Homo sapiens GN=IFNL1 PE=1 SV=1	200	i2-24o	i(1-2=2) o(24-200=2)	NWS(65)/o 
Q8N2G4	LYPD1_HUMAN Ly6/PLAUR domain-containing protein 1 OS=Homo sapiens GN=LYPD1 PE=1 SV=2	141	i2-24o	i(1-2=2) o(24-141=2)	NCT(45)/o 
Q8NEN9	PDZD8_HUMAN PDZ domain-containing protein 8 OS=Homo sapiens GN=PDZD8 PE=1 SV=1	1154	i2-24o	i(1-2=2) o(24-1154=2)	NAT(99)/o NLS(773)/o NKT(929)/o NTS(940)/o NTS(973)/o NST(995)/o NNS(1054)/o 
Q93091	RNAS6_HUMAN Ribonuclease K6 OS=Homo sapiens GN=RNASE6 PE=1 SV=2	150	i2-24o	i(1-2=2) o(24-150=2)	NYT(55)/o NMT(100)/o 
Q5TF39	NAGT1_HUMAN Sodium-dependent glucose transporter 1 OS=Homo sapiens GN=NAGLT1 PE=2 SV=1	518	i2-24o34-56i61-79o89-111i124-146o183-205i230-252o267-289i296-315o319-341i354-376o386-408i	i(1-2=2) o(24-34=11) i(56-61=6) o(79-89=11) i(111-124=14) o(146-183=38) i(205-230=26) o(252-267=16) i(289-296=8) o(315-319=5) i(341-354=14) o(376-386=11) i(408-518=111)	NIS(30)/o NHT(152)/o NQS(163)/o NSS(207)/i NDT(460)/i 
Q9NQ40	S52A3_HUMAN Solute carrier family 52, riboflavin transporter, member 3 OS=Homo sapiens GN=SLC52A3 PE=1 SV=4	469	i2-24o39-61i74-96o106-128i135-157o219-241i296-318o333-355i362-384o399-421i428-450o	i(1-2=2) o(24-39=16) i(61-74=14) o(96-106=11) i(128-135=8) o(157-219=63) i(241-296=56) o(318-333=16) i(355-362=8) o(384-399=16) i(421-428=8) o(450-469=8)	NMT(94)/m NVT(168)/o NRS(357)/i 
O95427	PIGN_HUMAN GPI ethanolamine phosphate transferase 1 OS=Homo sapiens GN=PIGN PE=1 SV=1	931	i2-24o441-463i483-501o506-523i536-558o562-581i593-612o617-639i685-707o722-744i787-809o824-846i859-878o893-915i	i(1-2=2) o(24-441=418) i(463-483=21) o(501-506=6) i(523-536=14) o(558-562=5) i(581-593=13) o(612-617=6) i(639-685=47) o(707-722=16) i(744-787=44) o(809-824=16) i(846-859=14) o(878-893=16) i(915-931=17)	NES(128)/o NQS(192)/o NNT(350)/o 
P54851	EMP2_HUMAN Epithelial membrane protein 2 OS=Homo sapiens GN=EMP2 PE=2 SV=1	167	i2-24o61-83i95-117o141-163i	i(1-2=2) o(24-61=38) i(83-95=13) o(117-141=25) i(163-167=5)	NNT(44)/o NCT(47)/o NDS(52)/o 
P54849	EMP1_HUMAN Epithelial membrane protein 1 OS=Homo sapiens GN=EMP1 PE=2 SV=3	157	i2-24o66-88i95-117o132-154i	i(1-2=2) o(24-66=43) i(88-95=8) o(117-132=16) i(154-157=4)	NCT(43)/o NIS(46)/o 
P54852	EMP3_HUMAN Epithelial membrane protein 3 OS=Homo sapiens GN=EMP3 PE=2 SV=1	163	i2-24o66-88i95-117o137-159i	i(1-2=2) o(24-66=43) i(88-95=8) o(117-137=21) i(159-163=5)	NDT(47)/o NVS(56)/o 
Q01453	PMP22_HUMAN Peripheral myelin protein 22 OS=Homo sapiens GN=PMP22 PE=1 SV=1	160	i2-24o68-90i97-119o134-156i	i(1-2=2) o(24-68=45) i(90-97=8) o(119-134=16) i(156-160=5)	NCS(41)/o 
O43462	MBTP2_HUMAN Membrane-bound transcription factor site-2 protease OS=Homo sapiens GN=MBTPS2 PE=1 SV=1	519	i2-24o73-95i187-209o229-251i450-472o492-514i	i(1-2=2) o(24-73=50) i(95-187=93) o(209-229=21) i(251-450=200) o(472-492=21) i(514-519=6)	NHS(337)/i NVT(508)/m 
P34925	RYK_HUMAN Tyrosine-protein kinase RYK OS=Homo sapiens GN=RYK PE=1 SV=2	604	i225-247o	i(1-225=225) o(247-604=225)	NIS(136)/i NLT(171)/i NSS(175)/i NFT(179)/i NTS(206)/i NAT(288)/o 
P50402	EMD_HUMAN Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	254	i225-247o	i(1-225=225) o(247-254=225)	NST(65)/i 
Q9Y345	SC6A5_HUMAN Sodium- and chloride-dependent glycine transporter 2 OS=Homo sapiens GN=SLC6A5 PE=1 SV=3	797	i225-247o262-284i286-308o390-412i433-455o470-492i505-527o561-583i604-626o636-658i679-698o713-735i	i(1-225=225) o(247-262=16) i(284-286=3) o(308-390=83) i(412-433=22) o(455-470=16) i(492-505=14) o(527-561=35) i(583-604=22) o(626-636=11) i(658-679=22) o(698-713=16) i(735-797=63)	NVS(133)/i NNT(144)/i NMS(153)/i NWS(193)/i NST(343)/o NVT(353)/o NFT(358)/o NKT(364)/o NWS(712)/o 
Q15256	PTPRR_HUMAN Receptor-type tyrosine-protein phosphatase R OS=Homo sapiens GN=PTPRR PE=1 SV=2	657	i227-249o	i(1-227=227) o(249-657=227)	NIT(129)/i NVS(340)/o NVT(438)/o NYT(527)/o 
Q8N6P7	I22R1_HUMAN Interleukin-22 receptor subunit alpha-1 OS=Homo sapiens GN=IL22RA1 PE=1 SV=1	574	i227-249o	i(1-227=227) o(249-574=227)	NLT(80)/i NLT(87)/i NRT(172)/i 
P09131	P3_HUMAN P3 protein OS=Homo sapiens GN=SLC10A3 PE=2 SV=1	477	i227-249o254-276i283-305o320-339i359-381o385-407i448-470o	i(1-227=227) o(249-254=6) i(276-283=8) o(305-320=16) i(339-359=21) o(381-385=5) i(407-448=42) o(470-477=42)	NRT(97)/i NVS(119)/i 
Q8TBF5	PIGX_HUMAN Phosphatidylinositol-glycan biosynthesis class X protein OS=Homo sapiens GN=PIGX PE=2 SV=3	258	i229-251o	i(1-229=229) o(251-258=229)	NIT(103)/i 
Q96PR1	KCNC2_HUMAN Potassium voltage-gated channel subfamily C member 2 OS=Homo sapiens GN=KCNC2 PE=1 SV=1	638	i230-248o281-303i310-332o381-403i424-441o451-473i	i(1-230=230) o(248-281=34) i(303-310=8) o(332-381=50) i(403-424=22) o(441-451=11) i(473-638=166)	NCS(84)/i NKT(259)/o NGT(266)/o NST(518)/i NRS(536)/i 
O95249	GOSR1_HUMAN Golgi SNAP receptor complex member 1 OS=Homo sapiens GN=GOSR1 PE=1 SV=1	250	i230-249o	i(1-230=230) o(249-250=230)	NGS(59)/i NMT(190)/i 
Q96Q45	TM237_HUMAN Transmembrane protein 237 OS=Homo sapiens GN=TMEM237 PE=1 SV=2	408	i230-252o267-289i302-324o354-376i	i(1-230=230) o(252-267=16) i(289-302=14) o(324-354=31) i(376-408=33)	NLS(257)/o NGS(342)/o 
P01920	DQB1_HUMAN HLA class II histocompatibility antigen, DQ beta 1 chain OS=Homo sapiens GN=HLA-DQB1 PE=1 SV=2	261	i231-253o	i(1-231=231) o(253-261=231)	NGT(51)/i 
Q99835	SMO_HUMAN Smoothened homolog OS=Homo sapiens GN=SMO PE=1 SV=1	787	i232-254o264-286i317-339o359-381i402-424o450-472i520-537o	i(1-232=232) o(254-264=11) i(286-317=32) o(339-359=21) i(381-402=22) o(424-450=27) i(472-520=49) o(537-787=49)	NAT(35)/i NSS(188)/i NET(309)/i NET(446)/o NVT(493)/i 
P48060	GLIP1_HUMAN Glioma pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR1 PE=1 SV=3	266	i233-255o	i(1-233=233) o(255-266=233)	NYS(17)/i NFT(92)/i 
Q6P5X7	TMM71_HUMAN Transmembrane protein 71 OS=Homo sapiens GN=TMEM71 PE=2 SV=2	295	i233-255o259-281i	i(1-233=233) o(255-259=5) i(281-295=15)	NIT(87)/i NLS(122)/i NSS(139)/i NSS(220)/i 
Q70Z44	5HT3D_HUMAN 5-hydroxytryptamine receptor 3D OS=Homo sapiens GN=HTR3D PE=1 SV=3	454	i233-255o265-287i308-330o431-453i	i(1-233=233) o(255-265=11) i(287-308=22) o(330-431=102) i(453-454=2)	NYS(58)/i NIS(66)/i NWT(159)/i 
Q7RTY3	PRS45_HUMAN Serine protease 45 OS=Homo sapiens GN=PRSS45 PE=2 SV=1	260	i234-256o	i(1-234=234) o(256-260=234)	NFS(55)/i 
Q8IZY2	ABCA7_HUMAN ATP-binding cassette sub-family A member 7 OS=Homo sapiens GN=ABCA7 PE=1 SV=3	2146	i23-42o551-570i591-613o628-650i655-677o1238-1260i1536-1558o1583-1605i1610-1632o1647-1669i1729-1751o	i(1-23=23) o(42-551=510) i(570-591=22) o(613-628=16) i(650-655=6) o(677-1238=562) i(1260-1536=277) o(1558-1583=26) i(1605-1610=6) o(1632-1647=16) i(1669-1729=61) o(1751-2146=61)	NNT(78)/o NDS(98)/o NRT(312)/o NDS(340)/o NGS(1066)/o NWT(1335)/i NLT(1381)/i NLS(1386)/i NLT(1457)/i NLT(1518)/i NGS(1661)/m NLT(1797)/o 
P78363	ABCA4_HUMAN Retinal-specific ATP-binding cassette transporter OS=Homo sapiens GN=ABCA4 PE=1 SV=3	2273	i23-42o657-676i696-718o733-755i760-782o1373-1395i1680-1702o1727-1749i1762-1784o1794-1816i1874-1896o	i(1-23=23) o(42-657=616) i(676-696=21) o(718-733=16) i(755-760=6) o(782-1373=592) i(1395-1680=286) o(1702-1727=26) i(1749-1762=14) o(1784-1794=11) i(1816-1874=59) o(1896-2273=59)	NWT(14)/i NNS(98)/o NST(415)/o NST(444)/o NIT(504)/o NIT(950)/o NST(1457)/i NIT(1469)/i NIS(1529)/i NVS(1588)/i NLT(1662)/i NKS(1707)/o NYS(1734)/m NSS(1805)/m NRT(1819)/i NKT(1933)/o NIS(2006)/o NWS(2052)/o 
O14638	ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens GN=ENPP3 PE=1 SV=2	875	i23-45o	i(1-23=23) o(45-875=23)	NFS(236)/o NGS(279)/o NGS(290)/o NLS(426)/o NGT(533)/o NST(582)/o NLT(594)/o NIT(687)/o NRT(699)/o NKS(789)/o 
Q9NR34	MA1C1_HUMAN Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC OS=Homo sapiens GN=MAN1C1 PE=2 SV=1	630	i23-45o	i(1-23=23) o(45-630=23)	NVS(250)/o NVS(427)/o NHS(618)/o 
P03905	NU4M_HUMAN NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens GN=MT-ND4 PE=1 SV=1	459	i23-45o100-122i143-165o194-216i221-243o258-277i284-303o308-330i351-373o388-410i	i(1-23=23) o(45-100=56) i(122-143=22) o(165-194=30) i(216-221=6) o(243-258=16) i(277-284=8) o(303-308=6) i(330-351=22) o(373-388=16) i(410-459=50)	NTT(26)/m NIT(390)/m 
P54219	VMAT1_HUMAN Chromaffin granule amine transporter OS=Homo sapiens GN=SLC18A1 PE=2 SV=1	525	i23-45o136-158i171-193o198-220i232-254o258-280i301-323o338-360i367-389o399-418i423-445o455-477i	i(1-23=23) o(45-136=92) i(158-171=14) o(193-198=6) i(220-232=13) o(254-258=5) i(280-301=22) o(323-338=16) i(360-367=8) o(389-399=11) i(418-423=6) o(445-455=11) i(477-525=49)	NSS(58)/o NNT(87)/o NDT(104)/o 
